epoch,loss,henrici,curvature,spectral_radius
180,2.2720238062432935e-05,0.932363365996731,2.1760051250457764,0.3532053232192993
185,2.2249284894872203e-05,0.9339967089801419,2.1867146492004395,0.3269904553890228
190,2.290272732352605e-05,0.9331115979046972,2.1997289657592773,0.33216044306755066
195,4.0269696793045785e-05,0.9352528308061149,2.208530902862549,0.32503458857536316
200,2.1455398147677883e-05,0.9347972658645616,2.216240644454956,0.31838589906692505
205,2.3466326256898503e-05,0.9335057005536872,2.223445415496826,0.3213372230529785
210,3.0097151759565028e-05,0.9312333458230039,2.2319037914276123,0.3437685966491699
215,2.049327879156467e-05,0.9324490143045386,2.2381224632263184,0.3312765061855316
220,1.864681856996838e-05,0.9351902486250104,2.2466485500335693,0.30560755729675293
225,1.8019365979266547e-05,0.9331291143076641,2.2587311267852783,0.32894808053970337
230,2.404698546254827e-05,0.9340418616073168,2.262805223464966,0.30809444189071655
235,2.1798815425661872e-05,0.9320966606285273,2.2698185443878174,0.35852187871932983
240,2.1065637039071355e-05,0.9324556477734885,2.278809070587158,0.3265939950942993
245,1.687467330714665e-05,0.9335380614458183,2.275639772415161,0.30779290199279785
250,1.7200166410240796e-05,0.9339973802902111,2.28730845451355,0.31229621171951294
255,1.6573687360270866e-05,0.9340726694604892,2.2961666584014893,0.31026002764701843
260,1.616346895799882e-05,0.9350015416658827,2.301009178161621,0.30249834060668945
265,2.0125815295144884e-05,0.9331212668899181,2.3025527000427246,0.3399312198162079
270,1.8207905463162704e-05,0.9343345696836239,2.306777238845825,0.3053750693798065
275,2.2024302691739472e-05,0.9306788664126523,2.3110461235046387,0.3580782413482666
280,1.6327278386128336e-05,0.9336277389847468,2.3110995292663574,0.3190052807331085
285,1.1624027666262155e-05,0.9341041857327149,2.3186445236206055,0.3144315183162689
290,1.3851972565340298e-05,0.9338172928488204,2.3195621967315674,0.32173222303390503
295,1.661655956160112e-05,0.9339081975417226,2.324277400970459,0.3078502416610718
300,1.8132605991042745e-05,0.9321044915152813,2.3306612968444824,0.3412834703922272
305,1.536364045257928e-05,0.9333621501100281,2.339996576309204,0.34093260765075684
310,1.2153733560778839e-05,0.9333441778550082,2.3410086631774902,0.3506292700767517
315,1.4741599560722769e-05,0.9323100144311981,2.3430373668670654,0.33746054768562317
320,2.521400537877907e-05,0.9294991018585215,2.344794988632202,0.3588053286075592
325,1.3156188904230799e-05,0.9334276899275396,2.3388311862945557,0.3176132142543793
330,1.8348702636308922e-05,0.9316889669930821,2.3460042476654053,0.3446367084980011
335,1.9285001731224192e-05,0.9333489557153823,2.3516390323638916,0.31410759687423706
340,1.7864670817582536e-05,0.934722425682693,2.3535029888153076,0.31713536381721497
345,1.5503823863494496e-05,0.9337484892237364,2.3594791889190674,0.3136798143386841
350,1.8652359329045736e-05,0.9325721336209642,2.360276699066162,0.3246287405490875
355,2.026905384545605e-05,0.9313117901129091,2.3638041019439697,0.36458611488342285
360,1.3746507002290474e-05,0.9342093640492434,2.3710668087005615,0.30750492215156555
365,1.5739931152512005e-05,0.933044142005663,2.371695041656494,0.3156110942363739
370,1.5184808915129847e-05,0.9340777397192389,2.3752408027648926,0.31104931235313416
375,1.0256278968764462e-05,0.9342396598745203,2.3762035369873047,0.3376710116863251
380,2.3406550421749407e-05,0.9323212271377498,2.3756885528564453,0.3502473831176758
385,1.2930552304990875e-05,0.9335241067087363,2.374983549118042,0.31059035658836365
390,1.7071632599606433e-05,0.9326858921960356,2.3746328353881836,0.33175066113471985
395,1.4966811103213037e-05,0.9258147475672753,2.379502773284912,0.3817894756793976
400,8.871091282461777e-06,0.9326558434448985,2.3821866512298584,0.32113367319107056
405,2.0163714614154154e-05,0.9321627828788182,2.3876092433929443,0.3252982795238495
410,9.996295008726697e-06,0.9318902254577976,2.389343023300171,0.3193589448928833
415,1.300791723957856e-05,0.933522108328665,2.393732786178589,0.32353976368904114
420,9.99607605521188e-06,0.9325372260204662,2.395829677581787,0.32742390036582947
425,1.4643607154275448e-05,0.9272095910720194,2.3946568965911865,0.3813002407550812
430,2.517304735574139e-05,0.9321045137602855,2.391915798187256,0.3420150876045227
435,1.6781342369100576e-05,0.9333104554801711,2.390301465988159,0.31647467613220215
440,1.4984074955610858e-05,0.9331175744883696,2.390557289123535,0.3164631128311157
445,1.0132124859205027e-05,0.9337005227366889,2.395092010498047,0.337216317653656
450,1.4830675266444637e-05,0.9310684852513857,2.3952527046203613,0.34410157799720764
455,1.2167299833128063e-05,0.9337467836471222,2.392239809036255,0.3125808835029602
460,9.929975608575923e-06,0.934243689975431,2.3975563049316406,0.314655601978302
465,1.0505367270290603e-05,0.9296378787999796,2.4014151096343994,0.35797879099845886
470,9.992994965878391e-06,0.9337482154677371,2.4044535160064697,0.31147313117980957
475,1.426182989821574e-05,0.93424439043044,2.405951976776123,0.308540940284729
480,1.130134754226498e-05,0.9325278241014553,2.411400318145752,0.3302726149559021
485,1.202963974191657e-05,0.9337345592930669,2.413900852203369,0.3172156512737274
490,1.883665775113191e-05,0.9333850025621078,2.40747332572937,0.3335617482662201
495,1.1581989266203656e-05,0.9327020759910756,2.407097339630127,0.31651607155799866
500,1.591251007524871e-05,0.9324222738355777,2.410484790802002,0.3188510239124298
