step,seed,group,perplexity,loss,ece,conf_on_errors,high_conf_error_frac,disc_accuracy,mean_ns_correct,mean_ns_incorrect,gate_scale
500,456,G,49.74341863941598,3.9068781661987306,0.010016940116882306,0.22818586,0.012225384177575413,0.663936274509804,0.401,0.573,0.5
1000,456,G,49.764987195366096,3.9073116683959963,0.010268135295194731,0.22826877,0.012284602135198913,0.677171568627451,0.3914,0.5864,0.5
1500,456,G,49.42588555678149,3.900474286079407,0.009811321108948941,0.22804701,0.012244557131145053,0.6835098039215687,0.398,0.5947,0.20337656140327454
2000,456,G,49.36573586131989,3.8992565774917605,0.00939823797637341,0.2278929,0.012274455923544638,0.6804656862745098,0.3904,0.5894,0.0937143862247467
2500,456,G,49.35223408598676,3.8989830350875856,0.009252149525810697,0.22784804,0.012321778344645378,0.6834117647058824,0.3923,0.5933,0.051431503146886826
3000,456,G,49.34761289593088,3.8988893938064577,0.009116846346387673,0.2278148,0.012273524254821741,0.6837107843137255,0.3909,0.5923,0.03129135072231293
3500,456,G,49.34530905148228,3.898842706680298,0.009153652228561102,0.227804,0.012235758472807317,0.6873235294117647,0.3938,0.597,0.021070687100291252
4000,456,G,49.3444099907169,3.898824486732483,0.009084136775895655,0.22779074,0.01222807523568078,0.6843235294117647,0.3857,0.5903,0.01472976990044117
4500,456,G,49.343387184896635,3.8988037586212156,0.009006713231404617,0.22777955,0.01221215295171304,0.6872549019607843,0.3882,0.594,0.01109597273170948
5000,456,G,49.343050960054306,3.898796944618225,0.009035933382370902,0.22778086,0.012228632154243206,0.6876960784313726,0.3877,0.5947,0.008416833356022835
