step,seed,group,perplexity,loss,ece,conf_on_errors,high_conf_error_frac
1000,456,C,301.0860162746069,5.707395992279053,0.007881668904248415,0.15457836,0.0037732748486265784
2000,456,C,156.55660902327412,5.053417663574219,0.01826052063586665,0.186439,0.005649081444787348
3000,456,C,114.09955336786062,4.737071342468262,0.012100772493025845,0.18883714,0.007138221933809215
4000,456,C,93.0865358397275,4.533529553413391,0.01187148428898231,0.20365262,0.0080301426342768
5000,456,C,80.92413383140145,4.393512096405029,0.0199660847607781,0.22222236,0.010198284188398386
6000,456,C,71.1449664791858,4.264719576835632,0.012430033291087429,0.21743049,0.010341538150230535
7000,456,C,66.08461519761232,4.190935969352722,0.01566292299008838,0.2260936,0.010442627490417267
8000,456,C,61.79205878120985,4.123774857521057,0.010202788839153216,0.2220436,0.010606762730689733
9000,456,C,58.748690683580634,4.073268866539001,0.00972418940301035,0.22451085,0.01115045693117451
10000,456,C,56.810454585001594,4.039720368385315,0.01232738493003096,0.22986157,0.011615077235045028
11000,456,C,54.70565738182217,4.001967129707336,0.01010748535979028,0.23050544,0.011530374793298765
12000,456,C,53.34002756647862,3.976687035560608,0.0128355769737094,0.23448586,0.012541070502169124
13000,456,C,51.6177393552259,3.9438653993606567,0.010194956255894089,0.23297381,0.012625709298899123
14000,456,C,50.56498999390804,3.9232594394683837,0.009793061219009695,0.23457329,0.012042987934275147
15000,456,C,49.93930498374166,3.910808367729187,0.012779562828587547,0.23875313,0.01327194961673162
16000,456,C,49.64261408784783,3.9048496198654177,0.01431408302456725,0.24139795,0.012621078722077765
17000,456,C,49.09555243027929,3.893768448829651,0.012226130476184921,0.23943561,0.012448101169390165
18000,456,C,48.77267788399927,3.8871702766418457,0.011841677703109453,0.23884004,0.012554214847055057
19000,456,C,48.63309127714866,3.8843041896820067,0.012193316384857785,0.23951104,0.012673681319100558
20000,456,C,48.64775702992564,3.884605703353882,0.012091751743765438,0.23951277,0.012636591172700079
