step,seed,group,perplexity,loss,ece,conf_on_errors,high_conf_error_frac
1000,123,B,310.67016837155444,5.738731797536214,0.01253177571140863,0.16063982,0.0038281984361625593
2000,123,B,160.6594426190535,5.079286861419678,0.012189695476706513,0.17562544,0.0061987690779124
3000,123,B,118.9838409775529,4.778987693786621,0.00915764440898023,0.18491267,0.006507161845812006
4000,123,B,96.55503591852562,4.570113166173299,0.010892787883484275,0.1995307,0.0079682199089512
5000,123,B,81.88252033985991,4.405285541216532,0.008350084653866838,0.20223582,0.008518623759797306
6000,123,B,73.31494112377645,4.294764423370362,0.009016671149559282,0.20917274,0.009623928339857353
7000,123,B,67.03125562487477,4.205159012476603,0.006774121359282845,0.21244314,0.010273307604553509
8000,123,B,62.704827567330454,4.138438439369201,0.00876456095502267,0.21755822,0.010734909583034802
9000,123,B,60.23844086203436,4.098310701052347,0.011288807438869104,0.2251696,0.011506984185588579
10000,123,B,57.48935159388734,4.051599740982056,0.010225121865864668,0.22269855,0.011200436364537943
11000,123,B,55.797537607016345,4.021729739507039,0.011700024511299877,0.22903195,0.012256579356685124
12000,123,B,54.13373794089888,3.9914576133092243,0.008189675885867442,0.22732888,0.01236289505609265
13000,123,B,52.82670419285921,3.967016824086507,0.009778024106243854,0.229804,0.011637614477343058
14000,123,B,52.08965187518438,3.95296630859375,0.010482468293383226,0.2318043,0.012610800276607782
15000,123,B,51.284902728617,3.9373964150746663,0.009885893678353512,0.23079775,0.012374581939799331
16000,123,B,50.633387310904766,3.9246111869812013,0.010815783357308583,0.23401858,0.012652465049225108
17000,123,B,50.08616623859816,3.913744846979777,0.01034835204579472,0.23223779,0.012678188070344312
18000,123,B,49.86188639815643,3.909256911277771,0.010052969564799388,0.23312218,0.012705578027718956
19000,123,B,49.77886362443418,3.907590468724569,0.009759505028818163,0.23307715,0.012579812697748442
20000,123,B,49.79811876439538,3.9079772075017294,0.00958676188599829,0.23292133,0.012572037202579074
