step,layer,henrici,curvature,excess_noise,frobenius,alpha,beta
500,0,0.7578151583505397,13.707518577575684,154.7488250732422,16.415353775024414,0.9404296875,0.884765625
500,1,0.751374403444883,13.16248607635498,155.15740966796875,16.577909469604492,0.9677734375,-0.99609375
500,2,0.7494590678877038,12.81208610534668,155.38169860839844,16.632282257080078,0.75830078125,-0.97998046875
500,3,0.7449063733357856,11.964136123657227,149.80826568603516,16.431066513061523,0.9345703125,-0.94091796875
500,4,0.7401403203367022,11.328797340393066,144.6315460205078,16.248640060424805,0.9697265625,0.8193359375
500,5,0.742229070816516,11.019271850585938,143.5933074951172,16.1446590423584,0.89453125,-0.53759765625
1000,0,0.7709989067691518,16.89735984802246,178.74916076660156,17.340742111206055,0.78076171875,0.9423828125
1000,1,0.7609227621267262,14.972753524780273,174.20236206054688,17.34547233581543,0.916015625,-0.99609375
1000,2,0.764602868208952,16.645009994506836,185.84654235839844,17.82956314086914,0.6982421875,-0.9931640625
1000,3,0.7659358322990365,16.68950080871582,187.33641052246094,17.869754791259766,0.71142578125,-0.84912109375
1000,4,0.7574333003208363,15.455215454101562,178.8757781982422,17.657573699951172,0.984375,0.65966796875
1000,5,0.7616730887068424,17.309555053710938,189.4438018798828,18.07054328918457,0.94091796875,-0.53759765625
1500,0,0.792992900302817,22.74880027770996,228.45018005371094,19.06014060974121,0.73486328125,0.8974609375
1500,1,0.7733312705558238,19.177791595458984,210.67698669433594,18.769067764282227,0.91357421875,-0.99560546875
1500,2,0.7800118816323237,21.708398818969727,230.0116729736328,19.443450927734375,0.5693359375,-0.99169921875
1500,3,0.783693937536212,22.250646591186523,238.2531280517578,19.695751190185547,0.625,-0.53759765625
1500,4,0.7746029828521339,20.73685646057129,224.27456665039062,19.333498001098633,0.990234375,0.49755859375
1500,5,0.7767673951235137,25.879823684692383,243.72047424316406,20.09808921813965,0.94189453125,-0.360107421875
2000,0,0.8049077610473481,27.78388786315918,275.08534240722656,20.605693817138672,0.70361328125,0.8955078125
2000,1,0.779544882405081,23.047698974609375,245.06005859375,20.081443786621094,0.91357421875,-0.99072265625
2000,2,0.7879803183938064,25.916767120361328,270.7077331542969,20.880199432373047,0.5810546875,-0.98291015625
2000,3,0.7935835458407574,27.43939781188965,285.49195861816406,21.291379928588867,0.58349609375,-0.5908203125
2000,4,0.7856032175694232,25.29132843017578,268.8008117675781,20.869487762451172,0.99755859375,0.54345703125
2000,5,0.7855830916890947,33.2215576171875,287.70066833496094,21.591262817382812,0.9189453125,-0.337646484375
2500,0,0.8146404551757086,33.096309661865234,325.65223693847656,22.151884078979492,0.70068359375,0.87744140625
2500,1,0.7822216390179729,26.58401870727539,275.78196716308594,21.230133056640625,0.892578125,-0.95751953125
2500,2,0.7903849554220084,29.76247215270996,304.6603698730469,22.08355140686035,0.607421875,-0.92822265625
2500,3,0.7988416120021636,32.14502716064453,330.2743835449219,22.749744415283203,0.6513671875,-0.57275390625
2500,4,0.7929070329624208,29.604616165161133,311.7654266357422,22.26853370666504,0.99853515625,0.418212890625
2500,5,0.7890120796603013,39.86974334716797,324.6416473388672,22.835912704467773,0.9169921875,-0.129150390625
3000,0,0.8200719721672208,37.61565017700195,372.0685119628906,23.52119255065918,0.71484375,0.88330078125
3000,1,0.7824887155029494,29.689695358276367,301.8582000732422,22.20357894897461,0.85107421875,-0.9013671875
3000,2,0.7872163120034504,33.01148223876953,332.21669006347656,23.15347671508789,0.568359375,-0.84521484375
3000,3,0.8006574257039877,35.837100982666016,366.3781433105469,23.906593322753906,0.58740234375,-0.49755859375
3000,4,0.7967750673069778,33.55486297607422,351.2638244628906,23.5223388671875,0.9990234375,0.443603515625
3000,5,0.7899668647693969,44.82241439819336,353.0262756347656,23.784513473510742,0.90869140625,-0.1544189453125
3500,0,0.8233324790868534,41.43453598022461,414.3443603515625,24.72323226928711,0.73095703125,0.8603515625
3500,1,0.7808060919130478,32.28911590576172,323.9195556640625,23.050228118896484,0.85693359375,-0.82275390625
3500,2,0.7832445833435676,36.729820251464844,358.07568359375,24.159584045410156,0.6630859375,-0.83154296875
3500,3,0.8008734223521838,39.44605255126953,399.83311462402344,24.967519760131836,0.611328125,-0.390869140625
3500,4,0.8000726981972353,37.26763153076172,390.01954650878906,24.68388557434082,0.99951171875,0.359375
3500,5,0.7884909484126648,48.26829147338867,379.0272674560547,24.690982818603516,0.89501953125,-0.35595703125
4000,0,0.8256367269824307,44.96363830566406,453.6537170410156,25.79722023010254,0.6953125,0.8544921875
4000,1,0.7782948613818453,34.06034851074219,340.08958435058594,23.69475555419922,0.8662109375,-0.8017578125
