step,seed,group,perplexity,loss,ece,conf_on_errors,high_conf_error_frac
1000,456,B,307.14326419703673,5.727314297358195,0.011565731927460313,0.1580159,0.0038199224455910635
2000,456,B,160.76402667094283,5.07993761698405,0.010094242127113085,0.1729281,0.005791357005229838
3000,456,B,117.37847288491223,4.7654035250345865,0.010325582136515701,0.18898422,0.007008841923657537
4000,456,B,96.46819097192981,4.569213326772054,0.011828019229415194,0.20031022,0.008263744918404928
5000,456,B,82.37713471662467,4.411307907104492,0.010979373969283758,0.20567033,0.009705924103340589
6000,456,B,73.09822082625183,4.291804027557373,0.009543536192451426,0.2071065,0.009392351513112036
7000,456,B,67.40597528099613,4.21073366800944,0.011334090638004881,0.20815639,0.01006334379953479
8000,456,B,62.971868290647194,4.142688091595968,0.008995108884923594,0.21351455,0.010849024872031654
9000,456,B,60.27985105504836,4.098997902870178,0.010838922425812355,0.21409874,0.010879207530432212
10000,456,B,57.973559527305234,4.059987036387126,0.00880430760726429,0.21715127,0.01124201315080039
11000,456,B,55.99319343291889,4.025230137507121,0.008545660255781188,0.22104934,0.012035365170288276
12000,456,B,54.371192816799656,3.995834469795227,0.010686782793281923,0.22626372,0.012608224769464807
13000,456,B,52.581539329317216,3.9623650948206586,0.010670502637726023,0.22070856,0.012691521157778827
14000,456,B,51.77221286292251,3.9468535741170245,0.009392470877154977,0.22521858,0.012602310949559202
15000,456,B,50.986528671551476,3.9315614541371664,0.008869699621512224,0.22837833,0.012814106902287691
16000,456,B,50.296093406680654,3.9179274082183837,0.009761678627113893,0.22990026,0.012935897273384123
17000,456,B,50.02696040978913,3.912562068303426,0.010335639348996227,0.22946602,0.013120274477412796
18000,456,B,49.63485306512784,3.904693269729614,0.00916558795505099,0.22784816,0.013154382887863652
19000,456,B,49.622367140552214,3.9044416824976604,0.00905623532588185,0.22867449,0.013209082356530804
20000,456,B,49.59343445062726,3.903858455022176,0.00925685492995518,0.22897105,0.013278920904924453
